ID,Region,Pollution Cause,Gas,Units,Magnitude,Year,Amount
2564,Nelson,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,17.72
2565,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,386.85
2566,Nelson,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,306.03
2567,Nelson,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,48.31
2568,Nelson,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,13.49
2569,Nelson,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,19.06
2570,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,356.28
2571,Nelson,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,284.15
2572,Nelson,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,43.61
2573,Nelson,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,11.03
2574,Nelson,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,17.53
2575,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,33.18
2576,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,35.22
2577,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,34.53
2578,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,35.89
2579,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,34.95
2580,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,33.35
2581,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,32.41
2582,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,32.32
2583,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,32.04
2584,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,31.83
2585,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,33.31
2586,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,33.64
2587,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,34.06
2588,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,76.96
2589,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,77.57
2590,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,74.32
2591,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,74.15
2592,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,73.86
2593,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,68.19
2594,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,73.01
2595,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,73.26
2596,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,75.72
2597,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,77.17
2598,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,84.58
2599,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,88.75
2600,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,88.01
2601,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,92.93
2602,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,94
2603,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,82.36
2604,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,70.5
2605,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,77.67
2606,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,110.78
2607,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,109.83
2608,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,120.52
2609,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,116.81
2610,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,82.79
2611,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,74.61
2612,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,90.71
2613,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,80.49
2614,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,89.26
2615,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,79.7
2616,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,72.62
2617,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,64.87
2618,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,60.4
2619,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,48.69
2620,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,49.06
2621,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,50.54
2622,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,50.94
2623,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,58.17
2624,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,59.11
2625,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,55.02
2626,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,56.58
2627,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,118.97
2628,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,115.77
2629,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,114.14
2630,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,115.78
2631,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,116.41
2632,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,116.13
2633,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,120.32
2634,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,119.3
2635,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,107.32
2636,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,103.5
2637,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,110.66
2638,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,115.88
2639,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,94.05
2640,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,121.97
2641,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,110.05
2642,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,103.24
2643,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,97.01
2644,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,93.91
2645,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,79.14
2646,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,79.57
2647,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,82.26
2648,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,79.19
2649,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,88.24
2650,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,93.3
2651,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,91.51
2652,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,93.73
2653,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,32.71
2654,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,30.35
2655,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,30.62
2656,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,32.14
2657,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,33.51
2658,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,30.46
2659,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.5
2660,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,31.72
2661,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,28.25
2662,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,30.07
2663,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,34.19
2664,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,36.48
2665,Nelson,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,37.14
2666,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,112.04
2667,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,109.33
2668,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,107.68
2669,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,110.01
2670,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,110.61
2671,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,110.11
2672,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,114.23
2673,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,113.29
2674,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,101.22
2675,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,97.44
2676,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,104.35
2677,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,109.55
2678,Nelson,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.91
2679,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,19.59
2680,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,17.59
2681,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,18.72
2682,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,16.52
2683,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.28
2684,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,17.15
2685,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,17.27
2686,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.03
2687,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.79
2688,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,17.51
2689,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.48
2690,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,18.49
2691,Northland,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,18.91
2692,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,14.11
2693,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,14.62
2694,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,14.61
2695,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,14.53
2696,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,15.17
2697,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,15.61
2698,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,15.86
2699,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,16.24
2700,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.01
2701,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,17.6
2702,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.08
2703,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,18.52
2704,Northland,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,18.52
2705,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,15.31
2706,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,15.74
2707,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,16.05
2708,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,15.26
2709,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,14.93
2710,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,12.7
2711,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,12.52
2712,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,10.65
2713,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,8.34
2714,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.24
2715,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8.22
2716,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.61
2717,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.86
2718,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.6
2719,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,7.46
2720,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,22.97
2721,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.91
2722,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,23.79
2723,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.57
2724,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,23.72
2725,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,24.71
2726,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,23.46
2727,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,23.69
2728,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,23.78
2729,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,22.99
2730,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,23.09
2731,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,48.92
2732,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,45.29
2733,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,41.47
2734,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,43.28
2735,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,44.92
2736,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,47.57
2737,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,48.51
2738,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,47.22
2739,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,51.44
2740,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,47.24
2741,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,50.14
2742,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,51.26
2743,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,51.22
2744,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,23.64
2745,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,23.56
2746,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,22.07
2747,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,22.14
2748,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,21.87
2749,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,20.56
2750,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,20.48
2751,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,20.21
2752,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,20.11
2753,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,21.98
2754,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,24.91
2755,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,24.68
2756,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,24.03
2757,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,64.23
2758,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,61.02
2759,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,57.52
2760,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,58.54
2761,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,59.85
2762,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,60.27
2763,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,61.03
2764,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,57.87
2765,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,59.78
2766,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,54.47
2767,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,58.36
2768,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,59.88
2769,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,60.08
2770,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5256.7
2771,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5255.39
2772,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4931.74
2773,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4828.07
2774,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4768.84
2775,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4854.85
2776,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5079.3
2777,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4778.85
2778,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4946.21
2779,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4554.65
2780,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4462.38
2781,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4353.9
2782,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4475.52
2783,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5615.16
2784,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,3161.59
2785,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,2022.37
2786,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,398.35
2787,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,32.9
2788,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5604.1
2789,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,3062.85
2790,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,2092.29
2791,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,413.48
2792,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,35.53
2793,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5276.8
2794,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,2841.21
2795,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,2001.98
2796,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,400.2
2797,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,33.46
2798,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5177.69
2799,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,2901.02
2800,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,1863.94
2801,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,378.07
2802,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,34.7
2803,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5120.35
2804,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,2852.57
2805,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,1842.75
2806,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,387.09
2807,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,37.98
2808,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5205.93
2809,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,2920.05
2810,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,1862.89
2811,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,387.05
2812,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,35.97
2813,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5422.71
2814,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,3152.87
2815,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,1847.56
2816,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,383.81
2817,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,38.51
2818,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5119.68
2819,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,3026.96
2820,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,1690.7
2821,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,358.68
2822,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,43.37
2823,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5319.53
2824,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,3098.93
2825,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,1787.24
2826,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,387.56
2827,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,45.81
2828,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4952.04
2829,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,2654.21
2830,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,1839.14
2831,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,408.22
2832,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,50.49
2833,Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4888.85
2834,Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,2635.65
2835,Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,1803.25
2836,Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,396
2837,Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,53.98
